kepoi_name,koi_disposition,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_depth,koi_duration,koi_impact,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_kepmag
K00100001,CANDIDATE,2.46375163328776,2.984825760619146,959.2294631287537,68.54947166637355,3677.2952054314283,4.355214470121445,0.8197766213816876,6497.460913105299,30.0,0.03697008354201259,0.43903159650059553,0,1,0,1,13.837051410643673
K00100002,FALSE POSITIVE,14.102732484737224,30.0685700079649,1022.5508123574082,2548.0375502875822,5524.128909978037,4.319866716581529,1.4166918551349559,197.21598263816747,14.018980359022303,0.47348980329842416,0.20881306684505754,0,0,0,0,13.911572158777478
K00100003,CONFIRMED,9.29893561250921,4.048856299578277,358.7262475067626,1913.4499092568747,4464.779856508598,4.446394562970988,1.281024817126819,646.1258430993058,2.4317094761155382,0.5182614521132134,0.983147295408912,0,0,0,0,12.941670288885502
K00100004,CONFIRMED,0.11487897157832398,5.804623581134668,633.4246267007898,198.7064165952011,3660.46074049254,4.708870077146826,0.8659340766065878,6173.411031205447,6.502142562221189,0.3871745591411391,0.7682124329523069,0,0,0,0,17.0
K00100005,CANDIDATE,32.93356703168269,4.121983940333429,581.6944526287084,2.6990850148136767,5617.01769191784,4.378740906661703,0.6350085238890586,3540.6363226696303,14.510112434819423,0.25252935038785196,0.5267456670826978,0,0,1,0,10.0
K00100006,CONFIRMED,57.331618570703,0.7366816395682845,495.2701313364605,1484.7485244685756,5539.896338727946,4.965736554945659,1.5931199436628651,270.41401861849215,6.390722464404715,0.009835559070973698,0.8545060913677869,0,0,0,0,10.997538813889161
K00100007,CONFIRMED,13.17715177233856,1.5913647389163867,647.6946384552782,1.6029945143783693,5555.6091310782385,4.479586503435143,1.0647809274918527,315.2992532175763,7.1473779045618056,0.3311447505098515,0.7422353703254514,0,0,0,0,14.303122894444051
K00100008,FALSE POSITIVE,2.5721058188494226,79.61108823134043,653.4758796781035,574.9078988731355,5607.317676620124,4.239418879834068,1.4313832583881565,452.0339572150261,5.517770631476281,0.4013622483066124,0.2211677079559743,0,1,1,1,15.60966052460921
K00100009,FALSE POSITIVE,14.630155961486015,12.44964954716557,214.5214092138333,1144.4133382065327,4680.238808810122,3.9698937985658147,0.7400299290027516,2206.138738141319,22.041130194190934,1.0591097854974543,0.29142496524650136,0,0,0,1,13.355448482791228
K00100010,FALSE POSITIVE,46.14125607233647,5.984840393684123,1079.8148077166966,416.03380853963716,6746.793972385845,4.097797078775677,1.1692194266588893,17213.76352362635,3.537686727489929,1.1618336879895679,0.05673538550877661,0,0,0,0,16.3282543030489
K00100011,FALSE POSITIVE,7.051813313735683,5.827595013924988,1391.684816745454,4147.117495322291,7171.8013381102855,4.330737537658933,1.2982484016414366,752.905286517183,7.2632525499253475,0.32586132809356855,0.4227438486654223,1,1,0,0,15.044938693296325
K00100012,CANDIDATE,0.7533079718580934,0.36691000072089036,638.837731092093,0.4946215055496654,5297.865597426611,4.087785635160273,0.7135167044700675,733.6102921430404,10.355041562276536,0.03838433805197228,0.7298729139488387,0,0,0,0,12.04028465664428
K00100013,CONFIRMED,11.63482402732116,3.7165072705796023,646.4501034676869,488.93860947210896,4690.002472228447,3.9908396199111977,1.1769035423665237,833.912179541984,8.382705700514379,0.6966964083384367,0.8902213070199928,0,0,0,0,15.109666947892666
K00100014,CANDIDATE,287.4869087041692,4.05424422601982,1434.5207975238304,154.61099484057658,6164.155202529266,4.039448664997986,0.7372416114141648,3117.967913693117,1.639857993202898,0.15462358949091548,0.4865956147827887,0,0,0,0,16.888592024837223
K00100015,FALSE POSITIVE,3.552543076917123,6.57966580908984,100.0,9.543448139188968,6079.330221347277,4.213175475931857,0.7685939342887456,844.1264860141246,14.483178544354404,0.4443601642291262,0.2485079765986037,0,0,0,0,16.60592120399557
K00100016,FALSE POSITIVE,36.95532223408998,1.254792197817251,474.1111970552756,13.683529187825892,5572.790002554601,3.6470269818249466,1.159119449705896,1040.4231610802271,2.6431817521423677,0.6085762346446458,0.14432725123429074,1,1,0,1,17.0
K00100017,FALSE POSITIVE,44.48089119896193,4.073419368682052,1391.7378763281054,26.120625365196663,4716.084601317408,3.638022591650763,1.3236271070310879,359.0848066908115,15.410739226496041,1.0991804589163174,0.09144703458964014,0,1,0,0,17.0
K00100018,CONFIRMED,5.208213820073392,2.108878882187453,881.3437839995071,51.18870059335888,5331.813468316375,4.785475035462525,1.0042783013082208,483.0466621948186,11.208132213190563,0.1492240237439221,0.7404901358767325,0,0,0,0,15.211309213066196
K00100019,FALSE POSITIVE,25.74737928430705,4.779998863032921,100.0,57.363999933732096,4720.667423089492,4.317840978841599,0.8699044856459901,8238.149887440097,4.110949583217159,1.1809276569044351,0.5701958811170761,1,0,0,0,11.991352344092501
K00100020,FALSE POSITIVE,15.594116613650302,17.986389876318153,1057.9408906746182,377.3040240491737,4977.769301520196,4.444669471646159,2.391905029993578,2362.4934502407073,4.390862427549718,0.7428130133977129,0.19367252278058514,0,0,1,0,14.685958559258777
K00100021,FALSE POSITIVE,71.51463039952489,17.708155402236315,258.51705277342944,0.875217148751427,5141.942455437477,3.2613020192679842,1.284865225628741,6371.494840628097,20.666038969609268,0.12519552675786136,0.5315154622105885,0,1,0,0,11.924303884467028
K00100022,CANDIDATE,79.83020741155978,2.8843952095582575,1099.5967405331405,208.34423705632443,5596.293225476576,4.364648763013065,1.55286607993058,3931.7821343806427,14.65556599571444,0.21272045591347788,0.6047252510876624,0,0,0,0,13.675414746819293
K00100023,FALSE POSITIVE,75.2848496275021,4.160178961492797,500.9923098696339,186.02616394457058,6029.041679231763,3.434584310048241,2.1101366045856107,1161.1238076078937,10.49374265692293,0.02621169196054005,0.17777426047522005,0,0,0,0,12.451215696117186
K00100024,CONFIRMED,63.57062577028527,1.2891327877013046,717.748858542701,773.1268085093202,5541.613309579046,4.461044601035686,0.9339841820748112,643.0353567275824,6.313572290167646,0.6591795983364032,0.9315446372915781,0,0,0,0,14.575061808872423
K00100025,CONFIRMED,198.75512829437338,1.0790875428535092,388.0110900892257,232.91413139507517,5569.094483747644,4.067370531378502,1.0526084788266374,1782.6868109063505,10.905650939284437,0.24977922678947437,0.8075095226410188,0,0,0,0,11.66674066656618
K00100026,CANDIDATE,0.6635839971365805,17.806618752257908,710.1966016117685,179.72966715495323,5740.946338583557,4.648439730427735,1.2153278083004337,4400.732319316003,13.189891191628965,0.8001843411420714,0.6979464419060859,0,0,0,0,14.446235809151942
K00100027,CANDIDATE,31.07035556867694,5.44101804042522,212.83703482903718,36.59673832329702,4920.768454950545,4.849335569529054,1.0738701899690384,2772.12038579208,6.282448798630659,0.3524935993907069,0.5436527046984456,0,0,0,0,12.935828646772983
K00100028,FALSE POSITIVE,1.3270350082020654,12.588463483480123,1281.8832320033662,62.15184500085812,5629.436564414628,3.7397229969072314,1.5733537825764947,11999.020903050417,6.299858208897707,0.06405403771619333,0.173411282118959,0,0,1,0,10.0
K00100029,FALSE POSITIVE,0.4991306874171664,30.923492205721256,1127.0140848106582,2544.916222523193,5277.39124138191,3.492400221986205,1.088828560351551,3788.996770060095,30.0,1.1196445422511365,0.03773187284438346,0,1,0,0,12.6846969231986
K00100030,CANDIDATE,2.596328253573433,0.43633818767628646,1567.6151288594397,19.314140484481694,3795.31430627016,4.556084040346208,0.9996997453448895,1769.9985163266972,21.688057928603914,0.9266786059676884,0.4309446021327837,1,0,0,0,15.899150281942223
K00100031,CANDIDATE,5.247437227886638,2.9132766914934916,450.5987887826288,81.8873647774134,5969.364160257809,5.0,0.6129477972966186,28581.71088345847,8.232639839001093,0.7893121567634241,0.17135865144013257,0,0,0,0,13.427364270927992
K00100032,FALSE POSITIVE,147.25101377077593,30.19985477216341,1339.6208710286262,43.79382234218579,3916.123976235195,4.142268473980524,1.4358813923297393,3134.24453826091,30.0,0.8425872889859791,0.24420337677461382,0,0,0,0,16.853159372693348
K00100033,FALSE POSITIVE,47.56267989881986,51.94381513311362,1880.7913118844165,20.007767156130555,6593.448346563646,4.242819397280708,0.9605083491092788,13847.0899854331,19.6173135954881,0.07172787999185086,0.08402352660465008,1,1,1,1,15.044451229857357
K00100034,FALSE POSITIVE,24.71099502589307,2.846271478309168,1069.4715479696386,31.025003048349486,4427.801422430663,4.377471844392467,0.7906158623793422,6195.804428831559,5.587290254862177,0.08290491548308795,0.3417818983284383,0,1,0,0,14.663609958952492
